 ==  = 
|    Run |             SelectedLS |     Recorded |                HLTpath |              L1bit |    Effective |
---------------------------------------------------------------------------------------------------------------
| 160431 |               [19-218] |   7.322(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   7.322(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160431 |               [19-218] |   7.322(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   7.322(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160577 |              [254-306] |   1.623(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   1.623(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160577 |              [254-306] |   1.623(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   1.623(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160578 |      [6-53], [274-400] |   4.931(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   4.931(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160578 |      [6-53], [274-400] |   4.931(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   4.931(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160871 |               [68-208] | 104.582(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 104.582(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160871 |               [68-208] | 104.582(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 104.582(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160872 |        [1-9], [25-35], |  23.604(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  23.604(/nb) |
|        |                [38-55] |              |             IsoL_v1(1) |                    |              |
| 160872 |        [1-9], [25-35], |  23.604(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  23.604(/nb) |
|        |                [38-55] |              |                  v1(1) |                    |              |
| 160873 |                [1-147] | 101.536(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 101.536(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160873 |                [1-147] | 101.536(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 101.536(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160874 |       [1-51], [97-113] |  42.011(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  42.011(/nb) |
|        |                        |              |             IsoL_v1(1) |                    |              |
| 160874 |       [1-51], [97-113] |  42.011(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  42.011(/nb) |
|        |                        |              |                  v1(1) |                    |              |
| 160939 |                [1-123] | 149.609(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 149.609(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160939 |                [1-123] | 149.609(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  74.805(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160940 |                 [1-79] |  91.371(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  91.371(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160940 |                 [1-79] |  91.371(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  45.686(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160942 |                 [1-12] |  12.209(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  12.209(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160942 |                 [1-12] |  12.209(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   6.105(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160943 |                 [1-54] |  59.546(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  59.546(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160943 |                 [1-54] |  59.546(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |  36.467(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160955 |    [1-130], [133-138], | 413.916(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 413.916(/nb) |
|        |  [140-151], [153-154], |              |           IsoL_v1(1,2) |                    |              |
|        |  [156-172], [175-201], |              |                        |                    |              |
|        |              [204-206] |              |                        |                    |              |
| 160955 |    [1-130], [133-138], | 413.916(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 413.916(/nb) |
|        |  [140-151], [153-154], |              |                v1(1,2) |                    |              |
|        |  [156-172], [175-201], |              |                        |                    |              |
|        |              [204-206] |              |                        |                    |              |
| 160956 |                 [2-65] | 198.546(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 198.546(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160956 |                 [2-65] | 198.546(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 198.546(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160957 |                [1-953] |   2.507(/pb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   2.507(/pb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160957 |                [1-953] |   2.507(/pb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) |   2.507(/pb) |
|        |                        |              |                v1(1,2) |                    |              |
| 160998 |                [2-252] | 679.401(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 679.401(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
| 160998 |                [2-252] | 679.401(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 679.401(/nb) |
|        |                        |              |                v1(1,2) |                    |              |
| 161008 |                 [2-77] | 193.226(/nb) | HLT_Photon75_CaloIdVL_ | "L1_SingleEG20"(1) | 193.226(/nb) |
|        |                        |              |           IsoL_v1(1,2) |                    |              |
